userWallet,num_deposits,num_borrows,num_repays,num_redeems,num_liquidations,sum_deposit_usd,sum_borrow_usd,sum_repay_usd,sum_redeem_usd,liquidation_ratio,utilization_rate,borrow_repay_ratio,unique_token_count,activity_duration_days,total_actions,actions_per_day,mean_txn_interval_sec,referral_count
0x02ebdd4d10b91e3018c0706a39a02c5fe1c893ef,1,1,1,1,0,7.007051254927081e+21,9.01132247847015e+20,9.01132247847015e+20,7.007051254927081e+21,0.0,0.1286036329780483,1.0,2,0,4,4.0,33.333333333333336,0
0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6,32,21,71,43,0,3.010673422567621e+25,1.180009924607407e+25,6.402682508184852e+24,1.1935784472863246e+25,0.0,0.39194218667564684,1.842993031590969,8,138,167,1.2014388489208634,71868.84337349398,0
0x02ed7efb3115fcbc0dd488a03eba6218857a2a75,2,0,0,2,0,8.594966087752532e+18,0.0,0.0,8.6741508423263e+18,0.0,0.0,0.0,2,61,4,0.06451612903225806,1762418.6666666667,0
0x02eda208efc7d92efeaf7418833c3081a42dd3a1,1,2,2,1,0,1.5561743624735414e+21,200079856.27189937,200854071.13744253,1.5697421555728394e+21,0.0,1.2857161838463406e-13,0.996145381284511,2,0,6,6.0,342.8,0
0x02ee19a0a14b494ba9411c5bbba18931195fd51b,1,0,0,0,0,2.6021648799848692e+16,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0
0x02ee663daf3bd6ab80be2e8b0f54abc8721b7d68,1,0,0,0,0,1.0152383834678008e+18,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0
0x02ef87478ec4a04f0dacc721f254084ed3772600,1,0,0,0,0,2.4076388633600044e+16,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0
0x02efac30f1619d817d6ffb28f54ed3647404235e,1,0,0,4,0,1872294014.6198852,0.0,0.0,7566602882.955167,0.0,0.0,0.0,1,64,5,0.07692307692307693,1390211.5,0
0x02efc83a645d9db930e3d4db3824f831faecd82b,1,0,0,1,0,401200692.4869161,0.0,0.0,400244329.7595027,0.0,0.0,0.0,1,0,2,2.0,11397.0,0
0x02efeda00025e73209ea07c51a2277de0f71ed53,1,0,0,1,0,2.682909000000006e+19,0.0,0.0,2.7181656973746876e+19,0.0,0.0,0.0,1,10,2,0.18181818181818182,881599.0,0
0x02f01b3f6166ba12150e4d1d8df5ccc9cb524f07,1,0,0,1,0,496088633.1323141,0.0,0.0,496088686.16008973,0.0,0.0,0.0,1,0,2,2.0,218.0,0
0x02f0e7c42da6ae4eea04c1df5f83f8178d33cc0b,5,1,2,2,0,2.0171634665439615e+21,224352040022.1962,214836172998.88843,7322606159.429966,0.0,1.112215463660871e-10,1.0442935977188195,4,69,10,0.14285714285714285,669403.3333333334,0
0x02f11fe7a88805f3afbe76f28d0ee7b090d4e99b,52,28,28,22,0,6.453155680502259e+23,4.89780026120671e+21,4.8992790794554e+21,3.172357800934407e+23,0.0,0.007589775458238297,0.9996981559481086,7,66,130,1.9402985074626866,44707.77519379845,0
0x02f176449675d72dbf1d33a1078e631743fe048e,1,0,0,0,0,1.5355056689315778e+20,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0
0x02f17bf76592833beb2418f8246d433f7e4d6fed,1,1,0,0,0,1.5897841348740047e+18,7.313007020420422e+17,0.0,0.0,0.0,0.46,7.313007020420422e+17,1,0,2,2.0,86.0,0
0x02f202fe714eadef1a33dc3d85de9b367d77426a,1,0,0,0,0,91425329669437.38,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,0
0x02f21b7c148d5fc587a285d2f538f29c36176e52,6,5,0,0,0,3.668835847605122e+22,22886100474.77295,0.0,0.0,0.0,6.237973413204663e-13,22886100474.77295,5,18,11,0.5789473684210527,160842.2,0
0x02f277795b12cf2010b7e77298ce29370d392409,7,0,0,12,0,3.3634334228364615e+21,0.0,0.0,5.146160967512155e+21,0.0,0.0,0.0,5,58,19,0.3220338983050847,282802.6111111111,0
